"cliente","documento","pagado","importe"
11826,"F06362786",0,59
11826,"T52632592",0,1057
11826,"T17988494",1,2350
11826,"H41109056",1,1202
11914,"G24940656",1,857
11914,"V04313035",1,1562
11914,"O14037177",0,64
11914,"B71783463",1,2295
11914,"S78125259",0,2131
11914,"E73637541",0,1756
11914,"Q53635918",1,1415
11914,"D35143966",0,1731
11914,"E89569995",1,2251
11914,"D14164313",0,2045
11914,"Z29229602",0,849
11914,"G26629900",1,1209
11914,"L31820739",1,1351
39348,"K56007760",1,688
39348,"R15235345",0,1634
39348,"O59872383",0,1481
39348,"T40514656",1,830
39348,"Y22346820",0,1305
39348,"E33460726",1,2140
39348,"B89522713",1,1777
39348,"J01791253",1,743
39348,"M52861524",0,1256
39348,"P59541880",1,1037
39348,"L12212215",0,1296
39348,"Z03790223",0,1588
39348,"Y01295465",0,1970
39348,"P75207260",0,1445
39348,"V85500310",1,1657
39348,"A68860868",0,1603
39348,"K67015605",0,848
39348,"X11225500",0,1875
39348,"T42334420",1,1797
39348,"T98712107",1,1305
28353,"F17811079",1,38
28353,"N86339720",0,2219
28353,"B45871069",0,2112
28353,"L36367407",0,1780
28353,"X56358155",1,1165
28353,"C17608599",1,1752
28353,"X67870123",0,2040
28353,"V92534961",0,2151
28353,"B63423991",0,1132
28353,"L44170193",1,722
28353,"E10683633",0,458
28353,"V09172786",1,906
28353,"Y60109331",0,828
28353,"T38933955",1,1143
28353,"J75791711",1,1093
28353,"L55898300",0,355
28353,"G76353102",0,1300
28353,"R59084570",0,895
28353,"U20035950",1,36
28353,"W65197808",1,587
18107,"W98887303",0,1706
18107,"D23966479",1,1809
18107,"Q14394060",1,256
18107,"J98324243",1,508
18107,"U87960183",0,1302
18107,"U82802428",1,144
18107,"V62001790",0,576
18107,"X68978487",1,1361
18107,"O68384777",0,1682
18107,"D49108195",1,676
18107,"Z29952286",0,2317
18107,"S49603474",0,623
18107,"K06558092",1,419
18107,"L41866022",1,703
58673,"V95291433",0,2282
58673,"J43042144",1,971
58673,"D21149993",1,527
58673,"O52039026",1,912
58673,"N88598855",0,1878
58673,"B56866033",0,1521
58673,"E58827146",0,1963
58673,"B68970618",1,1924
58673,"Y82557775",1,1839
58673,"J20560781",1,695
58673,"Y83251332",0,1181
58673,"Q36110104",1,883
58673,"J90158474",0,919
58673,"H90101731",0,2354
58673,"K11290750",1,807
58673,"C95997424",1,565
58673,"F39821793",0,1357
58673,"U54631997",0,822
58673,"B52980950",1,537
58673,"Z49759507",1,122
71913,"E55013290",0,2186
71913,"H61179805",0,216
71913,"G48607547",0,1043
71913,"B38383581",1,75
71913,"U93743907",1,568
71913,"E16125645",0,1728
71913,"L15318279",0,1442
71913,"V13817922",1,1441
71913,"N77391316",1,1366
38645,"T18714462",0,291
38645,"Q74270015",1,97
38645,"R08638867",0,1164
38645,"N27965152",1,203
38645,"K10643222",0,566
38645,"W84147001",1,855
38645,"K48701398",1,2194
38645,"S19166388",1,236
38645,"P53451872",0,1303
38645,"W42171352",1,366
38645,"P56932838",0,2156
38645,"X45330261",1,377
38645,"I19139843",1,327
38645,"H46047594",0,2332
38645,"U00381395",0,282
38645,"M92667852",0,1753
38645,"Q24448172",1,689
38645,"T57668820",1,1184
64303,"Z59639060",0,1506
64303,"F47850461",0,527
64303,"N77929596",0,834
64303,"K92978750",0,1398
64303,"S01122929",0,1949
64303,"G55975723",1,1686
64303,"H66887872",1,2084
33255,"P15960200",0,29
33255,"V35164230",0,1130
33255,"V88450002",0,1316
33255,"H24890208",0,1789
33255,"Q06759685",1,506
33255,"I52689613",1,2314
16912,"L37823348",1,1423
16912,"D85602783",0,1961
16912,"Q38086933",1,484
16912,"V41806476",0,473
16912,"T49881050",1,121
16912,"L65976735",1,2092
16912,"R84706653",1,1773
16912,"C86014545",0,1140
16912,"I45005009",0,1075
16912,"V09170531",1,456
16912,"F28681864",1,2106
16912,"A41856144",0,485
16912,"S93715194",0,1953
16912,"B02063938",1,1191
16912,"U50125364",1,2229
37628,"D12258250",0,491
37628,"N53020967",0,2036
37628,"Q18256419",0,2072
37628,"H53687363",1,1482
37628,"J18219971",0,1009
37628,"U22361421",0,1038
37628,"J09284909",0,1810
37628,"R85838374",0,728
37628,"Q69376081",1,1393
37628,"S71101005",1,2263
59225,"E53472865",1,1707
59225,"D27553644",1,1156
59225,"F65392320",1,1034
59225,"X44070105",0,543
59225,"M15848630",0,1277
59225,"Z15763356",0,2216
59225,"N46507230",0,114
59225,"Z06272366",0,1807
59225,"P23061546",1,426
59225,"C04534272",1,1728
38591,"I39326878",1,1074
38591,"G18261309",1,1966
38591,"B82734756",0,974
38591,"X86295941",1,1121
38591,"R06902443",1,1138
38591,"O20153305",0,1421
38591,"Q80977290",0,1946
38591,"Z78707020",1,1779
38591,"V57646160",1,1023
86733,"G78426350",1,1763
86733,"B35690064",0,189
86733,"D69941833",0,781
86733,"A73527534",0,1802
86733,"A72345077",1,1287
86733,"H84583718",1,2302
47384,"P01216453",1,1771
47384,"K12171040",0,1539
47384,"J10556712",1,1998
47384,"U68517543",1,1852
47384,"D58296001",1,1190
47384,"Z32017752",0,1232
47384,"J75767932",0,1879
47384,"J60946241",1,1408
47384,"F45959018",1,1080
86696,"N51161545",0,1388
86696,"I20580919",0,801
86696,"Z60778845",1,863
86696,"Q68723795",1,293
21194,"K37977870",0,1748
21194,"T75121102",0,2289
21194,"B78894545",1,1603
21194,"H22542639",1,1132
21194,"N32262460",1,1247
21194,"L86212169",1,256
21194,"H81746962",0,1397
21194,"P65651167",0,1451
21194,"Q35284991",0,1414
21194,"X77995268",1,149
21194,"U39968052",1,1129
27560,"X11413494",0,1639
27560,"F58917617",1,403
27560,"W25134373",1,859
27560,"C07119604",0,995
27560,"R81490443",1,2088
27560,"W49831671",0,1363
27560,"V67037467",0,2144
27560,"U85116854",0,1988
27560,"Y22258735",1,944
27560,"U64121313",1,954
27560,"I05783458",1,2160
27560,"W26531802",1,2299
27560,"Z35520453",1,967
27560,"B55158182",0,1171
27560,"T23289451",0,1271
27560,"E24272434",0,1936
27560,"Q11299013",1,676
27560,"W70300266",1,270
41256,"I57541157",1,1948
41256,"V56012901",0,675
41256,"B95978017",1,1192
41256,"O37829045",1,1007
41256,"W40342146",0,1854
41256,"J95339132",1,2081
41256,"N84160423",1,1951
41256,"G21328260",1,1770
41256,"N57211632",1,1993
41256,"Q15750358",0,831
41256,"V61960087",0,20
41256,"A34105618",1,894
41256,"Y74596238",1,1974
78262,"K37484910",1,87
78262,"E47353046",1,1630
78262,"B61304447",0,2113
78262,"W35230098",0,927
78262,"A23904981",1,2272
78262,"U38449445",1,1104
23000,"V25965731",0,990
23000,"X72847629",0,447
23000,"D40819318",0,1388
23000,"G91761204",0,957
23000,"L84540662",0,683
23000,"I67635760",0,408
23000,"X58315159",1,1065
23000,"H58696744",1,591
23000,"H23994218",0,771
23000,"R84282908",1,834
23000,"V25397686",1,65
23000,"V85696973",0,138
23000,"W24461411",0,1481
23000,"J57808735",1,1626
23000,"Z31983388",1,1898
23000,"V64397260",0,478
23000,"O29799133",0,1224
23000,"N08404406",1,585
23000,"U67317825",1,1163
87183,"H10203955",1,625
87183,"W19343694",0,1208
87183,"K44578261",0,1355
87183,"P56755764",0,1823
87183,"G58613845",0,689
87183,"V48833842",1,790
87183,"O39702951",1,1821
87183,"P35498423",1,358
87183,"T64507928",1,2148
87183,"H07942245",1,2136
87183,"H49140022",0,909
87183,"E35593814",0,2178
87183,"M62995844",1,82
87183,"X12007775",1,517
18468,"V09237132",1,305
18468,"A46632101",1,36
18468,"L34927862",0,1551
18468,"Q37195794",0,1206
18468,"A00858143",1,830
18468,"O02678220",0,883
18468,"P75980139",1,96
18468,"R31061986",1,452
18468,"D73859662",0,788
18468,"D83267557",0,1878
18468,"D42528197",0,1942
18468,"D63137476",0,65
18468,"S50563855",1,1508
18468,"X55032963",1,1557
18468,"S62092761",0,1911
18468,"B90866912",0,2339
18468,"X90301001",1,1407
18468,"W61636303",1,1668
66660,"W59723733",0,602
66660,"I09438691",1,300
66660,"Q34114631",0,1237
66660,"T25450048",1,1012
66660,"T41930118",1,96
66660,"X56593137",0,1431
66660,"S23573601",1,83
66660,"L83696037",1,1131
66660,"T51068222",0,2099
66660,"C24880908",1,2047
66660,"G38974187",0,1248
66660,"X38548501",0,196
66660,"Z00853849",1,98
66660,"M48837947",1,232
56375,"C16737086",1,1934
56375,"Q91867306",1,1892
56375,"C62380478",1,486
56375,"D28553990",0,30
56375,"K42400014",0,752
56375,"L39050758",1,1848
56375,"P65396247",1,653
56375,"X93994372",1,120
56375,"W92943502",0,1026
56375,"U75078887",0,2197
56375,"U72057069",0,158
56375,"V68233088",0,1001
56375,"C38492111",1,432
56375,"U19195328",0,888
56375,"X92052597",0,1012
56375,"U61919683",0,1181
56375,"V55195262",0,842
56375,"E28434754",1,2123
56375,"Y61296092",1,1043
32362,"D04633391",1,507
32362,"F23857988",1,300
32362,"G56174358",0,321
32362,"B94962327",1,1222
32362,"S27870491",0,655
32362,"Q74195541",1,1393
32362,"D47547253",1,304
32362,"B64374724",1,1535
32362,"W13460462",1,1689
32362,"N54700513",0,1556
32362,"L64003075",0,1452
32362,"D43090274",1,999
32362,"I38981999",1,277
32365,"Y77826165",0,2120
32365,"N93358448",1,38
32365,"H07271505",1,1930
32365,"V12159765",1,1488
32365,"C37370947",1,1936
32365,"E25078803",1,15
32365,"V77263199",1,1287
32365,"E01827462",1,1387
32365,"W02379886",0,637
32365,"X39120420",0,1625
32365,"I06260814",0,1254
32365,"Y27589323",0,1263
32365,"L46982886",0,95
32365,"Y65089474",1,936
32365,"I19173500",1,2199
34768,"L55593746",0,305
34768,"S18750701",0,848
34768,"H90771729",1,1416
34768,"T17451616",1,1822
74191,"Y73246364",0,1380
74191,"G30565864",1,1526
74191,"E03674847",1,1462
74191,"J65789374",0,1368
74191,"P11632905",1,1974
74191,"L87260632",0,577
74191,"L06662764",0,766
74191,"T66727013",1,2240
74191,"Q05438227",1,863
32359,"I65747000",1,2251
32359,"H77617395",0,1098
32359,"X17042011",1,1677
32359,"E10319546",1,724
32359,"B74314090",1,688
32359,"T17807477",0,2190
32359,"Q78777803",0,1931
32359,"U34065259",1,1184
32359,"U70394517",1,1943
76230,"Y94180984",0,198
76230,"R11959410",1,209
76230,"Y58495688",1,32
76230,"J57524999",1,930
76230,"D65810679",0,688
76230,"A09898847",0,792
76230,"P39716735",1,1658
76230,"U91964362",1,107
24190,"J48297879",0,1557
24190,"I23105962",0,770
24190,"D26067974",1,890
24190,"K38328096",0,449
24190,"E05346721",1,2196
24190,"N37774031",1,49
24190,"M39355711",1,385
24190,"V08184006",1,865
24190,"G40272981",1,1553
24190,"L19866709",0,1665
24190,"D83056190",0,921
24190,"V69952570",1,457
24190,"V68340067",1,1612
18537,"O83220653",1,1602
18537,"D24679171",0,1628
18537,"J74106182",1,1281
18537,"A48596594",0,770
18537,"Y55518330",0,1088
18537,"J28258708",1,1760
18537,"A70225562",1,1566
80098,"V67982239",1,172
80098,"V87724923",0,1117
80098,"C18080127",1,19
80098,"L97348322",0,1861
80098,"Q48326599",0,1845
80098,"L88114923",1,1616
80098,"W96466607",1,352
44829,"A75484109",0,1734
44829,"R64461673",0,920
44829,"V02407006",1,2095
44829,"L16360496",1,1787
66805,"I75422771",1,1041
66805,"A55124047",0,1724
66805,"L83177294",1,553
66805,"G65781142",0,1008
66805,"Y36985190",0,709
66805,"D63957781",1,2039
66805,"P05710640",1,585
71144,"B87659868",0,12
71144,"A89452387",1,1739
71144,"D91744078",1,983
71144,"Q71743985",0,1798
71144,"N54684960",0,1325
71144,"W59959817",0,1609
71144,"U17026955",1,533
71144,"J22292883",1,1412
71144,"L16165372",0,1725
71144,"O83100443",0,1501
71144,"B96146984",1,1832
71144,"V64286137",1,468
28503,"M29840240",1,140
28503,"V72796998",1,643
28503,"A66079721",0,2154
28503,"W01544656",0,1183
28503,"Q32096202",1,1422
28503,"Q99837373",0,1460
28503,"D26742148",0,134
28503,"N06011600",1,1225
28503,"D06388132",1,870
59812,"E67661805",0,491
59812,"Y19082421",1,852
59812,"A95060529",0,2190
59812,"G50589350",1,2352
59812,"O80415904",0,1994
59812,"B29853637",1,2079
59812,"Y51430692",0,594
59812,"O41851598",0,605
59812,"W60590567",1,273
59812,"V54106945",1,214
36192,"G19172158",1,431
36192,"R91192497",1,530
36192,"P99195621",0,1116
36192,"H71016097",0,161
36192,"Q07833351",1,1939
36192,"S89721033",1,470
54411,"U75248754",1,108
54411,"K93559359",1,1248
54411,"A63306856",0,643
54411,"Y64352094",0,412
54411,"I77311476",0,27
54411,"T09143044",0,1667
54411,"X32193847",1,1879
54411,"Q46789360",0,1205
54411,"M57590011",0,1588
54411,"L23662855",1,1298
54411,"Z46628644",0,1032
54411,"Z35933025",1,1214
54411,"C60445932",1,534
54411,"G37651648",0,1686
54411,"P51583920",1,1878
54411,"U54747140",0,1525
54411,"Y79903669",0,1123
54411,"F40883745",0,1165
54411,"F69713828",1,448
54411,"W39650754",1,1440
23031,"T08894243",0,2111
23031,"V08227929",0,192
23031,"G17853594",0,1762
23031,"G48929292",0,977
23031,"X58876225",0,1523
23031,"U30499963",1,1629
23031,"R76767370",1,1298
20721,"K01492692",0,1650
20721,"P18286647",0,912
20721,"R97867791",0,1196
20721,"Y31520004",1,1917
20721,"Q63695935",1,1662
71577,"R36235306",1,1594
71577,"F10464967",1,314
71577,"H03522712",0,201
71577,"X70896711",0,1294
71577,"Z95871600",0,1673
71577,"H11808816",0,1948
71577,"K57140693",0,733
71577,"B43473805",0,108
71577,"V61971570",1,1482
71577,"C68318770",0,1365
71577,"C02509169",1,638
71577,"N58216510",0,2214
71577,"I49167873",0,1692
71577,"V10667527",0,677
71577,"G28175008",0,327
71577,"H91808086",0,1255
71577,"S80259332",0,353
71577,"T06451149",0,1021
71577,"J90741254",1,1761
71577,"H05640647",1,2099
74592,"U90593099",1,2349
74592,"Z37348272",1,1697
74592,"Z68414559",1,1496
74592,"P14541814",1,1778
74592,"K56708707",1,260
74592,"O19014910",0,1321
74592,"N72721954",1,375
74592,"C43590191",1,802
74592,"O37817145",1,1191
74592,"X31131703",1,992
74592,"M86659383",0,1084
74592,"G56345681",0,1310
74592,"W48764524",0,2192
74592,"D07794755",0,1702
74592,"I37835607",1,1699
74592,"A25728432",1,2313
74419,"V86979701",0,1817
74419,"M99909021",1,1947
74419,"I96269989",0,1347
74419,"F76407780",0,76
74419,"R38514888",1,1017
74419,"H29788859",1,266
74419,"R27074538",0,1767
74419,"S28052798",0,2043
74419,"G12450323",0,815
74419,"M82248885",1,977
74419,"X29199188",1,300
44989,"L01068082",0,14
44989,"N97130790",0,107
44989,"S77816679",0,2284
44989,"D56707863",0,862
44989,"Y99459914",0,1380
44989,"Z33290480",1,274
44989,"D01016115",0,146
44989,"F60076075",0,1561
44989,"M70580347",1,733
44989,"H05549691",1,1483
49171,"I53819912",0,2043
49171,"N05222485",1,2059
49171,"G52755299",0,616
49171,"G14156673",1,937
49171,"G29466633",0,1802
49171,"G80697501",0,15
49171,"B02901494",1,843
49171,"X52514451",0,116
49171,"G81505344",0,1923
49171,"N45198515",1,597
49171,"R86607959",1,1065
17000,"W07585481",0,1504
17000,"Z28407256",1,1465
17000,"L85169606",1,2013
17000,"B55057381",0,2199
17000,"L76416812",1,2252
17000,"R34903768",1,51
17000,"Z24057304",1,1671
17000,"K07636404",1,1182
17000,"O02428128",0,2346
17000,"Y18018918",1,954
17000,"J13977807",0,1041
17000,"W36106280",1,1357
17000,"L42199501",0,914
17000,"G71843055",0,1838
17000,"N75933351",1,118
17000,"Z06316672",1,2169
32009,"J04485716",0,843
32009,"D51772440",0,1490
32009,"G22504753",1,1982
32009,"W53123017",1,2154
32009,"Z00173640",0,305
32009,"Z52151961",1,2056
32009,"C65340650",0,1972
32009,"U39148980",1,1923
32009,"H66072015",1,1518
32009,"H08146915",1,1266
32009,"Y42635255",1,1320
32009,"V49620769",0,1531
32009,"U89192668",0,1556
32009,"I71332779",1,1646
32009,"R05624259",0,1059
32009,"S08984337",0,1473
32009,"I59188838",1,1872
32009,"L20206442",1,1177
40195,"M89209136",1,323
40195,"R28152373",1,1625
40195,"N24301117",0,1275
40195,"G96478705",0,2102
40195,"D64519067",1,2261
40195,"Q52946113",0,1770
40195,"F11516285",1,1859
40195,"F00900913",1,378
40195,"R26585074",0,898
40195,"P52328482",0,837
40195,"P42246262",0,1941
40195,"J40230667",0,1979
40195,"F41592332",1,1369
40195,"C11881239",0,2325
40195,"Z26139529",1,1643
40195,"O18429580",1,1083
40195,"U66343653",0,1964
40195,"N60592229",0,2285
40195,"R07919067",1,1322
40195,"Y01256695",1,1187
31708,"Z53001851",1,1147
31708,"H43573563",0,217
31708,"L61828057",0,2356
31708,"J32107641",0,1526
31708,"P35283008",0,625
31708,"D77749665",1,1946
31708,"J84220336",1,2207
68448,"N07824901",1,1146
68448,"U19625651",0,2265
68448,"Q44628271",0,34
68448,"E00956265",1,1237
68448,"I03037859",1,1460
68448,"E69078666",1,1510
68448,"J82582604",0,2195
68448,"N20234898",1,795
68448,"J21045414",1,1031
68448,"Q96474825",1,675
68448,"H18526019",0,1356
68448,"V31836537",0,454
68448,"M59692149",1,327
68448,"H46532392",1,1061
39666,"O79273852",1,1601
39666,"V55935915",0,1467
39666,"O29951441",1,558
39666,"Z51222532",1,684
39666,"Z88392611",0,1554
39666,"O68005897",1,2039
39666,"V25373786",1,2188
39666,"Z42819272",1,2340
39666,"E42678500",1,152
39666,"W76848757",0,130
39666,"S42384074",0,326
39666,"Y06399814",1,763
39666,"O84216016",0,1246
39666,"N29455955",0,979
39666,"L62963862",1,1666
39666,"C19721160",1,1727
60023,"L19272286",1,1106
60023,"H68859942",1,1950
60023,"L88921194",1,422
60023,"H82681815",0,1587
60023,"Z97854164",0,269
60023,"L66138068",1,444
60023,"A99487484",1,2233
60023,"H03368575",0,1124
60023,"Z51260330",1,1876
60023,"E43053532",0,476
60023,"X01696272",0,937
60023,"K41529816",0,848
60023,"M14148740",1,1247
60023,"L47772333",1,1254
60023,"B25179210",1,1925
60023,"B19181956",0,2127
60023,"F09723689",0,1421
60023,"N63621437",1,2159
60023,"Z89782943",1,2275
48078,"V14090427",1,625
48078,"F02972730",0,503
48078,"L62111522",1,1500
48078,"R32499334",0,1664
48078,"N12496230",0,784
48078,"O44138288",0,1440
48078,"M78765171",1,1701
48078,"G34695837",1,1399
67873,"R15466945",0,1244
67873,"M28707635",0,1910
67873,"A24032422",0,2032
67873,"S35951571",0,781
67873,"A67740890",0,1445
67873,"Y02181271",1,157
67873,"R49519417",0,1851
67873,"A91082597",1,461
67873,"N75104075",1,1631
67873,"C26589822",0,2050
67873,"W42801487",0,1513
67873,"J36333717",0,2324
67873,"Q12605258",0,548
67873,"I66222082",0,1099
67873,"K97461078",1,2099
67873,"M94375572",1,704
47297,"H20257545",1,1353
47297,"A31096073",1,1859
47297,"S75886429",0,1606
47297,"G46539134",1,567
47297,"A50587096",1,1623
47297,"A28720969",1,261
47297,"C49880122",0,807
47297,"G18095422",0,1072
47297,"F15134627",0,1236
47297,"E67089828",0,2314
47297,"B47287158",0,2150
47297,"V83116567",0,140
47297,"G21656987",1,1184
47297,"U45716148",1,2016
50805,"Z03054652",0,2017
50805,"B96084008",1,1845
50805,"M93607704",0,2088
50805,"C46267672",1,1298
50805,"R08370261",1,1903
50805,"Q42495763",0,1817
50805,"K43819547",1,1230
50805,"A71495130",1,1503
50805,"M07816481",0,1582
50805,"F44713036",0,1007
50805,"X07508322",1,2289
50805,"I97684692",1,2082
83582,"N24206748",0,1249
83582,"D46557995",1,1094
83582,"W86135824",0,1674
83582,"Q42228674",0,130
83582,"I88606009",1,852
83582,"J94923915",0,618
83582,"N82523143",0,708
83582,"J37750585",0,328
83582,"A82880038",0,1940
83582,"J28446021",1,907
83582,"J44385627",1,482
43377,"L99613477",0,1420
43377,"B95488778",0,956
43377,"R19946315",0,619
43377,"Y82322797",0,2346
43377,"Z13974682",0,2147
43377,"Y71173661",0,223
43377,"J47996680",0,1258
43377,"F29230913",1,1241
43377,"R30393070",1,1384
24388,"Y37141215",1,1660
